kup|sk|
YA06QU|10|
YB9WL3|10|
YBZU6T|10|
YCW36U|10|
YDXWJD|10|
YEBNKV|10|
YEDL8U|10|
YEPE3O|10|
YHELPZ|10|
YI44KY|10|
YI5N0Q|10|
YIPK36|10|
YJ1E51|10|
YJ2LOB|10|
YJ6U3U|10|
YJ7XFQ|10|
YK4RIV|10|
YKP11U|10|
YM9WQK|10|
YMC0UY|10|
YMJD7Y|10|
YN33HB|10|
YN58PB|10|
YNVWNY|10|
YOHXGR|10|
YOIMS8|10|
YOKV22|10|
YOP19W|10|
YP0PIS|10|
YPNQD2|10|
YPPI1B|10|
YQCOYL|10|
YQCZTU|10|
YQIC1E|10|
YRAZE5|10|
YRDUKP|10|
YRHSW3|10|
YS4SYW|10|
YT2UOK|10|
YTSPL6|10|
YTUOHQ|10|
YUA1S6|10|
YURDOW|10|
YURUZM|10|
YVC2UA|10|
YWNO40|10|
YWZLZE|10|
YX2SAU|10|
YXSUZ2|10|
YY7FYR|10|
YYI5QX|10|
YYMHNF|10|
Z01JNM|10|
Z0DS6X|10|
Z0FMWA|10|
Z0TAJH|10|
Z1I2N9|10|
Z1I5J9|10|
Z1K5VU|10|
Z1NC0S|10|
Z1SK4E|10|
Z22WMZ|10|
Z26A8A|10|
Z2M3N3|10|
Z2R3MG|10|
Z2SH1I|10|
Z2W4GR|10|
Z58022|10|
Z5IRDW|10|
Z5R9B7|10|
Z642UD|10|
Z69UXV|10|
Z6B7HK|10|
Z6N6AB|10|
Z88WLA|10|
Z994IZ|10|
Z9BXAD|10|
Z9CVGD|10|
Z9KCU4|10|
Z9QAZG|10|
Z9RZOF|10|
ZB28X5|10|
ZB7X2C|10|
ZBNAJG|10|
ZBWMSQ|10|
ZBYO6D|10|
ZCD3JT|10|
ZD7GVZ|10|
ZDPPYN|10|
ZDQGPS|10|
ZF96HE|10|
ZFD7UT|10|
ZGIVS0|10|
ZHAS8G|10|
ZHDHLF|10|
ZI1B6F|10|
ZIIBMH|10|
ZIK746|10|
ZIQOM3|10|
ZJ7Q9S|10|
ZJ8GJZ|10|
ZJWD7Q|10|
ZK33GB|10|
ZKI39F|10|
ZL4IM1|10|
ZLUODI|10|
ZMAJYD|10|
ZN08DI|10|
ZN5AX3|10|
ZNCE7J|10|
ZNES53|10|
ZNIRET|10|
ZNJHGG|10|
ZOF43V|10|
ZOSFX4|10|
ZQORXA|10|
ZQYDZ6|10|
ZR8MM9|10|
ZSPC97|10|
ZSSV0V|10|
ZSY7YV|10|
ZTLDF0|10|
ZTZ3JF|10|
ZU7FB9|10|
ZUK1VH|10|
ZV0NKN|10|
ZW5I20|10|
ZW81L8|10|
ZWS8QV|10|
ZWZXE2|10|
ZXJSOE|10|
ZYNTSQ|10|
ZZCB4P|10|
ZZJOF6|10|
ZZK3E7|10|
ZZZRSQ|10|
